user_id,community_id,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15
0,0,-0.4122190967901162,-0.174944989394037,0.058701822323044404,-0.21300621890739366,-0.3915802206043721,-0.09121514775747075,0.07135014809669007,0.2881194088060236,-0.550159966272509,0.013238743142876215,-0.013805048858352677,0.0008702915722230884,0.3103638703110085,0.17221265264373245,0.24699522408811128,0.104216332401995
1,1,0.07084124850478961,0.3947625073938132,0.0580262715240486,0.06170261233575763,0.23413403364160265,-0.05072649051825816,0.0918250201381002,0.3258908611706588,-0.1417268146608604,0.43477372186567825,0.2168493847918977,-0.09278587472512177,-0.24974294127511468,0.3792980738904757,-0.0917172321515683,0.4249035652281554
2,5,0.2617729832587845,0.22563765306497535,0.18509161484166847,0.3138970096839986,0.26859488770158285,0.25073837402973675,0.28637381773911846,0.21920417426146033,0.3043005933921375,0.17398772571058257,0.1797950716153938,0.29257686351622963,0.18238053795471018,0.23836913868287118,0.25906365865662523,0.2910401724070021
3,3,0.3293694760284029,0.18285612215258035,0.3024854461998486,0.18334757063230187,0.4076547279723169,0.18693009251944007,0.17074550808650554,0.13366786205377063,0.20474049536840963,0.2555320538785753,0.37404549715430496,0.23017625193066668,0.33487190133972744,0.044561599717900545,0.24637730278964565,0.09942888777304
4,4,0.15396306159943432,0.26380545351593176,0.3009720624571231,0.24941893123847295,0.2828976700092817,0.08230445431655169,0.2182128646381296,0.20170455625778444,0.29897672683799287,0.2303432763358001,0.39398512288616544,0.2289081043474479,0.25656891785565694,0.20824298999286867,0.22758272799600385,0.26028142366341916
5,2,-0.04223186291097967,0.3313647828096517,0.16580103391480983,0.244713947836878,0.17503733748718658,0.2746314977960678,0.07283744778959089,0.3844213453611882,0.01351166378104366,0.14531105447448048,0.429324995164114,0.20133212741000614,0.23707436418295297,0.18423705622242137,0.2041951423790214,0.40484282119010256
6,0,-0.18338849115151196,0.17635274405277385,0.02097485205331276,-0.3723480880913626,0.03954664557329331,0.06125410450007115,-0.29119568084031294,-0.030065952912508933,-0.1210182229480005,0.24671245361276853,-0.41625097646379655,-0.025063929043163256,-0.3492232154007643,0.09690493542440633,-0.023205160121212084,-0.5691036971901552
7,2,0.20142431255659032,0.3370913946078237,0.20647610111445674,0.18894110957421345,0.2772049255237229,0.1503670310453988,0.157293976952796,0.2842979598566069,0.29987808962462476,0.17454434023049523,0.3292748614286873,0.3310091695008168,0.0031110275409202926,0.08527446614522696,0.3364030549907764,0.3218958626137691
8,0,0.1517352842012049,-0.3469065811059845,-0.10283308449596833,-0.015268814116892394,-0.22262206134709767,-0.15327331433650085,-0.2976591819932933,-0.21560604804164674,0.6472858001525412,0.1442496179598252,0.06028407364411454,-0.05672745663684553,0.10137276162545071,0.07541465418824346,0.41184896386560865,0.07390392928459072
9,5,0.2573637507456309,0.23922979578799927,0.21302999324249164,0.2277245316778018,0.3811976188892828,0.2361265008581439,0.24334548730593514,0.24691382141007284,0.15020351873596471,0.2642049687364184,0.26397501867399364,0.2713542129048354,0.3019298075014369,0.20060486816562792,0.24292982476363237,0.1787228311398307
10,2,0.06956914255428229,0.269109514950732,0.3742553658487797,0.21260555474784826,0.21228832472629566,0.42948851917327885,0.26533382864616595,0.08899732484200482,0.3800429790499264,0.3173411056505987,0.15516283442856074,0.18315988767204688,0.18609230975852115,0.21719693401398035,0.20020530417627624,0.070530876954005
11,0,-0.17624966362240083,-0.21603743716545307,-0.17167155382231167,0.5920317852848382,0.08042355462561702,0.11513547695236702,-0.08633819387556131,0.23496296615467693,-0.21073706067883086,-0.27181419519614486,0.019320938721262663,0.2885769491517935,0.34855448349363105,0.2961188934214083,0.21916080086107131,-0.027459350172226213
12,4,0.2423002947122275,0.3512534125092091,0.28886700145176136,0.17914170093211454,0.2284308588985907,0.2622036787619799,0.28741182999566556,0.339491544153385,0.2469815329049042,0.21103416116048493,0.28648658012375616,0.17022376074940423,0.19847382455651014,0.19568677690699007,0.25223517595789546,0.1602824913942973
13,2,0.1783904952362593,0.20565674793636643,-0.026046592209429915,-0.01953199803938007,0.08527352538591203,0.1947149987674778,0.15358104560374497,0.10959444169570456,0.34200164657704457,0.242266806431299,0.5210648193809256,0.42538042871268167,0.23830006474447216,0.13063675909041686,0.20033542442140034,0.31927429019467
14,2,0.3527731440298139,0.14192957014001956,0.2536855582730413,0.41745490502793847,0.19965451386356872,0.17026198789521038,-0.06641622349054166,0.25144938212554413,0.0719124801028804,0.26072345629022275,0.19183835549153952,0.08477689014212465,0.05261306573650566,0.4183702453149411,0.3786547325709929,0.20487743964865082
15,4,0.31801747519396295,0.30977137453487064,0.19280720069641458,0.32312809279218524,0.30056765185274453,0.20246764572399353,0.2666728447000619,0.16789893093060185,0.14231159475722086,0.27776698196094624,0.24776103467664404,0.307617636472151,0.2636783130172894,0.15361692705077032,0.10021501660334053,0.27220028022949755
16,6,0.25550269832974826,0.34121515426881,0.14266158720609864,0.1969455491852975,0.21784821363933476,0.26019949989064795,0.35297782923520704,0.24223213702617827,0.21351762920910144,0.1855916040121631,0.2080643389311746,0.26891870290932157,0.21270983876241262,0.25281628661131667,0.2165121938128298,0.33020931549899424
17,3,0.33681808366745775,0.31209638304385173,0.23653238287594228,0.11450388735204257,0.23332266733353516,0.2705341843757338,0.28106057425292424,0.11009887743447495,0.28410284727601165,0.11051042204117482,0.3849183731244708,0.15706775498436487,0.28832453363274174,0.1128188022570544,0.2797824825986832,0.24788893758621416
18,6,0.16423755780246183,0.2258739088725132,0.250305659366772,0.2761396645333985,0.24339695090881525,0.23776940692113457,0.3035277066298356,0.29212541663482133,0.1791525764557702,0.28635049584695227,0.2378286449730225,0.20789260194165077,0.29526086390583733,0.23560759385479005,0.23437259261266968,0.2799353345041512
19,6,0.23553578032280537,0.25995292486436566,0.2695612819822202,0.21955743209699827,0.314663561082149,0.21394412185530226,0.24154171915531972,0.20243116674740572,0.21884606810923188,0.30991263094274,0.2398651810842113,0.24417548232561004,0.19076364378919522,0.2676139506392489,0.21684047841870036,0.3095939274875204
20,5,0.30134305643126724,0.13866883048309733,0.32145001973204373,0.21470958240383567,0.2645336043473508,0.24537179419177232,0.2223134556772011,0.21295731258282985,0.40106139758733717,0.20949293169422717,0.1877290747963702,0.2081756454176758,0.1593653950561218,0.16256369111045352,0.33154839470713704,0.2655336217592332
21,3,0.0972768791595444,0.2726498389894288,0.20470684924564148,0.2347483595928052,0.27025884203483674,0.179270814061174,0.18137271122039172,0.28100110219559477,0.2094001822503259,0.2919274771208746,0.2519740104854397,0.4001671617445033,0.2758706173567255,0.2820196831696456,0.1829977509482398,0.24562047501437453
22,1,0.3005948659007797,-0.10237920279910277,0.22523371974273454,0.17140218852204825,0.17769991770752985,0.16488280076036313,0.4209302852822339,0.322266658594755,0.3557224166412764,0.46585339713198826,0.06174138789564454,0.20788196571479103,0.2680995732630691,0.09212922442057872,0.016664618456435732,-0.08957099410989465
23,5,0.2666257880380388,0.31177292994847083,0.28248723880225596,0.24460708598595096,0.28691419524316997,0.24622903440941643,0.1546581735740039,0.2654487079430594,0.09488620788830032,0.33670761304616564,0.23024871185598275,0.16214726450394673,0.29693979013199706,0.24548378612863106,0.20070511591922652,0.25366575859526524
24,3,0.15906952523914927,0.1631191313603236,0.13365004722682558,0.3414746265186567,0.2255971164340659,0.22799385511812276,0.2950423465544869,0.12975480392358507,0.20655183658211798,0.3224238837217439,0.16109676548225957,0.19479138535144844,0.52409329419856,0.2620194714312895,0.12743471464469822,0.19177059877049366
25,5,0.30794353591560997,0.2217515612354073,0.2090023785762732,0.2860237082212578,0.23865960437118064,0.21284947136488053,0.3129306942843404,0.23402496327183664,0.2942600925851842,0.21978541437386337,0.2555493871714319,0.22459067304762323,0.1921560094398696,0.3087018414839578,0.1654410552214943,0.2555704774969837
26,0,0.028052898047992873,-0.21210588449113155,-0.4308801482514545,0.10257828356710968,0.14263801309993385,0.13972870260575654,-0.4172529034781649,-0.3449468640088687,0.09814250038834137,0.4697384754458673,-0.04472734432189552,-0.04447206041586445,0.23008996635476853,-0.07136653455684214,-0.2116042258871091,-0.29666593371265
27,0,0.48131510942454686,0.08570828960467626,0.1894617861198395,-0.17456089606427438,-0.2690242140860022,-0.16081674188191963,-0.15417710180111271,-0.15085691936853385,0.030665438881639362,-0.45498556003304486,0.024542557809272576,0.029821710639323012,-0.15416459927584555,0.24136943303604627,-0.5080556537310561,0.016363493244222354
28,4,0.12418026585897676,0.24145987289572163,0.25909838468789875,0.23809194290802202,0.30036224191399324,0.15211899788130398,0.27372824556973374,0.27086524480191393,0.09302953996296676,0.2776264098460395,0.24988437093030288,0.2609678739226922,0.2615603369895917,0.2785435738070074,0.34822558859380237,0.23930128337935996
29,2,0.31723538209148533,0.3180369015376249,0.17647714119415167,0.16185522830072402,0.0901597388767391,0.22726793375692483,0.4042201326263126,0.16302635555192443,0.2887458467937328,0.24805597648373492,0.22056487225586888,0.40857733290935233,0.2057719723053466,0.004345568764934786,0.29509041648645307,0.03453072627194937
30,5,0.20983928139922808,0.3387709060976377,0.2585630529800232,0.2385803838307595,0.2289154903934617,0.22336402890922064,0.22051282606505437,0.29432408608262106,0.22703493171883118,0.3069619440113105,0.2160472488948806,0.18040713972839878,0.18296631102245536,0.26955747744753694,0.230816514066904,0.30898562926680717
31,3,0.12437183378747431,0.13196340085114738,0.42531997462400345,0.25447067602355483,0.12948109705624306,0.16693311220803977,0.35740733441048017,0.23309656103454315,0.18212386904890865,0.21906146845677224,0.25216971265603794,0.21627589606105402,0.2259215909173051,0.22441898390047177,0.3717575740205828,0.2522476498724802
32,3,0.2653420455995231,0.04764097600534637,0.29245407462546885,0.3166541664418539,0.2849714879912039,0.29790933833773897,0.11482625081923871,0.37775464640140893,0.37462659789554414,0.29117794054466895,0.10887100553466916,0.21615422808856063,0.1362727754220399,0.3017930761333318,0.12693789988370047,0.07883234192285864
33,4,0.14795398206690497,0.23207769521513946,0.278497628371572,0.21446765360932157,0.32444444057963084,0.21336856491376038,0.26637111770785277,0.24097187367235773,0.11084038071675574,0.2387472522458994,0.2524887619637476,0.25493198569705333,0.28627058705228914,0.24433379277012857,0.257706911245327,0.3388088948777399
34,4,0.19236625862512982,0.22830198732500737,0.13438379495834488,0.3506609504697991,0.29666249390595634,0.1994577506915485,0.1884527268574713,0.22644216688010096,0.24756546118719214,0.1512599501363155,0.18063286689487365,0.3317874695537026,0.2583575753336394,0.35858827523264425,0.19182657454159294,0.3102544013884214
35,3,0.2138187189339612,0.13753742379638412,0.3452785490799416,0.11060707319389129,0.2987680654696721,0.3245665143391096,0.060319777905177445,0.19758689616148684,0.29308863318564177,0.19089083078909916,0.3962424580041746,0.24463714445928164,0.20375992895068482,0.37722790616218566,0.062468420496739493,0.19927868809388816
36,0,-0.07965347683371866,0.18662837342917032,-0.41233781278094817,0.10323538049985216,-0.0008097316023410106,-0.2063919087975683,0.41300526323138576,-0.43005393744511516,-0.18279552993228765,0.27455161573950015,0.24276250298753096,0.38609620722865495,0.06712809037890925,0.09281012089503035,-0.20572323798077555,0.08825240340652828
37,5,0.29710447782680904,0.18191357788639934,0.2426740008148256,0.23850306270869007,0.31931677695950206,0.20645381932733542,0.19173094022017192,0.23855416487464273,0.26261795660445647,0.26510086176810027,0.2420652007025239,0.1507598627597088,0.3318134205554251,0.254028330690809,0.23736732901766808,0.2703002550360054
38,1,0.2731891579060945,0.10625038262529017,0.19198174174884133,0.49297950089179277,0.25665442600685867,0.2087863883208805,-0.1314878229761377,0.03665025348217321,0.5139050564974891,0.2544704936004097,0.2414168571310304,0.1440540493276846,0.16984081820561714,0.2170557229480625,0.13967991308488967,0.052348332996252425
